channel_username,message_id,post_url,published_at,text,marketing_status,tags,mapped_courses,course_match_status,evidence_text,classification_note
algoses,596,https://t.me/algoses/596,2026-08-10T18:49:10+00:00,"У России три пути: 18+, ***** и IT

И кажется, у нас случился переход между карьерными треками…
Нам неважно, какой у человека бэкграунд и чем он занимался раньше. Важно, куда он хочет прийти и что готов для этого делать.

Наша студентка, Алина, решила кардинально сменить сферу, пришла на «СТАРТ» и теперь готовится к своей новой цели — получить оффер в Яндекс.

Можно следить за успехами и учиться вместе с Алиной. На наши курсы старт, идут финальные 4 часа скидки.

➡️ Записаться",confirmed,sale;discount;native,"[""Аналитика старт"", ""Алгоритмы старт"", ""Backend старт"", ""ML старт""]",family_candidate,"Можно следить за успехами и учиться вместе с Алиной. На наши курсы старт, идут финальные 4 часа скидки.","Общее предложение линейки СТАРТ / пакета. mapped_courses — кандидаты четырёх направлений СТАРТ, а не четыре установленных рекламных контакта. Общая сумма пакета не равна четырём отдельным чекам. Исходная ссылка пересылки есть в JSONL; публикация / подпись автора не подтверждает платность внешнего размещения или контакт покупателя."
algoses,597,https://t.me/algoses/597,2026-08-10T18:49:10+00:00,,unknown,uncertain,[],unknown,,"Исходное text=null: отсутствует текст / подпись. Медиа не дано, его смысл и продукт неизвестны. Строка сохранена. Исходная ссылка пересылки есть в JSONL; публикация / подпись автора не подтверждает платность внешнего размещения или контакт покупателя."
postypashki_mems,1380,https://t.me/postypashki_mems/1380,2026-08-10T18:49:44+00:00,"У России три пути: 18+, ***** и IT

И кажется, у нас случился переход между карьерными треками…
Нам неважно, какой у человека бэкграунд и чем он занимался раньше. Важно, куда он хочет прийти и что готов для этого делать.

Наша студентка, Алина, решила кардинально сменить сферу, пришла на «СТАРТ» и теперь готовится к своей новой цели — получить оффер в Яндекс.

Можно следить за успехами и учиться вместе с Алиной. На наши курсы старт, идут финальные 4 часа скидки.

➡️ Записаться",confirmed,sale;discount;native,"[""Аналитика старт"", ""Алгоритмы старт"", ""Backend старт"", ""ML старт""]",family_candidate,"Можно следить за успехами и учиться вместе с Алиной. На наши курсы старт, идут финальные 4 часа скидки.","Общее предложение линейки СТАРТ / пакета. mapped_courses — кандидаты четырёх направлений СТАРТ, а не четыре установленных рекламных контакта. Общая сумма пакета не равна четырём отдельным чекам. Исходная ссылка пересылки есть в JSONL; публикация / подпись автора не подтверждает платность внешнего размещения или контакт покупателя."
postypashki_mems,1381,https://t.me/postypashki_mems/1381,2026-08-10T18:49:44+00:00,,unknown,uncertain,[],unknown,,"Исходное text=null: отсутствует текст / подпись. Медиа не дано, его смысл и продукт неизвестны. Строка сохранена. Исходная ссылка пересылки есть в JSONL; публикация / подпись автора не подтверждает платность внешнего размещения или контакт покупателя."
postupashki,4688,https://t.me/postupashki/4688,2026-08-11T12:33:46+00:00,"Открываем канал по экономике, или зачем делать ставку только на математику?

Товарищи, за время подготовки вы набираете довольно дорогой набор навыков: функции, графики, оптимизация, вероятность, комбинаторика, умение строить модели и разбираться в незнакомой задаче.
И значительная часть этого нужна не только на математических олимпиадах.

Например, её можно использовать в олимпиадной экономике.

И здесь появляется довольно интересная стратегия: вместо того чтобы пытаться получить БВИ только через один предмет, можно использовать уже сильную математическую базу и открыть себе ещё один набор олимпиад.

Мы решили проверить, насколько это вообще реально, и просмотрели архивы заключительных этапов олимпиад по экономике за 10–11 классы.

Считали задачи двух типов:
— где экономика фактически только сюжет, а дальше начинается математика;
— где математику достаточно знать одну формулу или небольшое экономическое понятие.

И оказалось, что в каждой из крупных экономических олимпиад есть заметная доля таких задач.
То есть математик приходит в олимпиадную экономику уже не с нулём: часть заданий он потенциально умеет решать ещё до полноценной подготовки по предмету.

Именно поэтому мы решили развивать в Поступашках отдельное направление по олимпиадной экономике.

Сейчас в канале мы уже разобрали:
- Сколько задач по экономике уже умеет решать математик
- Какие олимпиады по экономике писать
- Статистика поступления 2026: весь бюджет заняли олимпиадники

А скоро расскажем, как выбрать олимпиаду по экономике и календарь олимпиад 2026/2-27

Товарищи, подписываемся, учебный год уже скоро начинается, поэтому выбираем направление, олимпиады и готовимся ботать",confirmed,launch;other,[],none,Именно поэтому мы решили развивать в Поступашках отдельное направление по олимпиадной экономике.,Объявлено отдельное направление / канал олимпиадной экономики. Экономического продукта среди 18 названий XLSX нет; взрослым карьерным курсам это не соответствует. Школьное направление: связь с взрослыми продуктами XLSX не установлена; не переносить активность на них.
postypashki_mems,1382,https://t.me/postypashki_mems/1382,2026-08-11T13:16:38+00:00,"Бимбо разработка

@postypashki_mems",non_marketing,,[],none,Бимбо разработка,"В доступном тексте нет предложения собственных курсов, акции или продвижения отдельного мероприятия; тематический контент / мем. Обычная подпись «Подписаться» сама по себе не считалась продажей."
algoses,598,https://t.me/algoses/598,2026-08-11T14:51:36+00:00,"Задача с собеседования в Zomato

Дан целочисленный массив nums, в котором ровно два элемента встречаются только один раз, а все остальные элементы встречаются ровно два раза. Найдите два элемента, которые появляются только один раз. Вы можете вернуть ответ в любом порядке.
Вы должны написать алгоритм, который работает за линейное время и использует только константное дополнительное пространство.

Пример 1:
Input: nums = [1,2,1,3,2,5]
Output: [3,5]
Explanation: [5, 3] - также валидный ответ.

Пример 2:
Input: nums = [-1,0]
Output: [-1,0]

Пример 3:
Input: nums = [0,1]
Output: [1,0]

Ограничения:
2 <= nums.length <= 3 * 10⁴
-2³¹ <= nums[i] <= 2³¹ - 1
Каждое число в nums встретится два раза, только два числа встретятся один раз.

НАШ ЧАТ АЛГОРИТМИСТОВ

Решение
Более сложный вариант задачи на использование побитового оператора XOR (исключающего ИЛИ), сравнивающего два бита:
- если биты одинаковые -> 0
- если биты разные -> 1

Применяем XOR для ""обнуления"" всех чисел в массиве, которые встречаются два раза, используя свойства: a ^ a = 0 и a ^ 0 = a. Предварительная сортировка не требуется, так как a ^ b = b ^ a.
- проходим по массиву nums, накапливая XOR всех эл-в. Таким образом, получим XOR = a ^ b, где a и b - искомые числа.

Теперь у нас есть некоторое значение XOR, хранящееся в двоичном виде.
Предлагаю разобрать подробнее на примере 1: после первого прохода XOR = 3 ^ 5 = 6. В двоичном виде это выглядит следующим образом:
3 = 0 1 1
5 = 1 0 1
6 = 1 1 0

Единицы находятся в тех разрядах, где биты у a и b различаются => можем использовать какой-либо из этих разрядов в качестве разделителя. Найдём самый младший единичный бит с помощью цикла while:
Пока XOR & diff_bit равно нулю:
- ищем единичный бит, перебирая битовые позиции справа налево с помощью переменной diff_bit, сдвигая единицу из младшего разряда в старший.
На примере XOR = 6 (110):
diff_bit = 1 (001): 110 & 001 = 0
diff_bit = 2 (010): 110 & 010 = 2 => нужный бит найден - второй разряд справа.

Также для нахождения младшего единичного бита-разделителя можно было бы использовать формулу: diff_bit = xor & -xor (рекомендую почитать о «дополнительном коде»).

Таким образом, зная разделяющий бит, можем использовать его для распределения чисел по двум группам.
Проходим по массиву nums, проверяя для каждого числа:
- если diff_bit & текущее число не равно нулю => у числа стоит 1 в том же разряде, что и у diff_bit;
- иначе => стоит 0.
Уникальные числа a и b различаются в выбранном бите, а значит, попадут в разные группы. Парные же числа, имея одинаковые биты, попадут в одну и ту же группу и «обнулятся» при операции XOR. В каждой группе останется одно искомое число.

Выводим найденные числа в виде массива.

Сложность
O(n) - по времени (проходим двумя циклами по n элементам)
O(1) - по памяти (храним целочисленные переменные xor, diff_bit, a, b)

Код
class Solution:
def singleNumber(self, nums: List[int]) -> List[int]:
xor = 0
for n in nums:
xor ^= n

diff_bit = 1
while not(xor & diff_bit):
diff_bit = diff_bit << 1

a, b = 0, 0
for n in nums:
if diff_bit & n:
a = a ^ n
else:
b = b ^ n

return [a, b]

@algoses",non_marketing,,[],none,Задача с собеседования в Zomato,"В доступном тексте нет предложения собственных курсов, акции или продвижения отдельного мероприятия; тематический контент / мем. Обычная подпись «Подписаться» сама по себе не считалась продажей."
postypashki_old,1843,https://t.me/postypashki_old/1843,2026-08-11T15:50:13+00:00,"Как искать работу в 2026 году

Уже писал про прокачку профессионального рейтинга тут и про изи-вкат на стажировки тут. В этом посте продолжу тему и дам оценку традиционным способам поиска в новых реалиях.

Head Hunter
На рынке HH сейчас мало по-настоящему интересных вакансий для сеньоров, но достаточно неплохих Middle-позиций. Часто компании нанимают уверенного миддла, обещая в перспективе поднятие до Senior или Lead. Для джунов и стажеров на HH почти ничего нет, кроме ноунейм-компаний и учебных проектов.

Также учтите: сейчас описания вакансий всё чаще генерируются ИИ, поэтому не удивляйтесь, если текст не совпадает с реальностью. Нанимать стали меньше, сейчас рынок - работодателя. Конкуренция бешеная, во многом из-за огромного количества ""вкатунов"", которые накручивают себе 3 года опыта и пытаются прыгнуть в зарплату миддла. По моим наблюдениям, до собеседования доходят только при идеальном совпадении стека и опыта. И пара нюансов:
— Резюме, написанные ИИ, отсеиваются сразу.
— Если в прошлом году в резюме было 2 года опыта, а через год вдруг стало 5 — это рекрутеры видят.
— Если претендуете на позицию в бигтехе, а последние места работы были в аутсорсе или стартапах - скорее всего, реджект. Конкуренты переманивают конкурентов (Альфа vs МТС, ВК vs Яндекс).
— Даже идеальный мэтч - не гарантия, иногда работодатель просто собирает базу.

Сайты компаний
Многие вакансии на официальных сайтах - это бутафория для сбора базы резюме. Ее начинают перебирать, когда появляется горящая потребность. Еще через сайт компании можно чекнуть ""наличие"" вакансии и, увидев её, попросить рефералку через тог же LinkedIn. Кстати, участникам нашего ближайшего потока курсов ПРО доступна закрытая база контактов рефералов из российских и зарубежных компаний!

ТГ-чаты/каналы и агрегаторы
И наш чат. Неплохая альтернатива HH и сайтам. Вакансии там чаще реальные, конкуренция поменьше. Есть открытые агрегаторы и закрытые, куда попадают только по рекомендации. Вывод: качаем нетворк и профессиональный рейтинг! База таких ресурсов по поиску работы в России и зарубежом также доступна участникам нашего ближайшего потока курсов ПРО!

LinkedIn (Главный инструмент)
Здесь нужно входить в режим социальной инженерии. Не просто листать ленту, а искать контакты рекрутеров или тимлидов.
Учтите, что сейчас рекрутеры начали перепроверять опыт через GitHub, Хабр Карьеру и соцсети. Если на одном ресурсе указан один стаж, а на другом другой - это повод для отказа.

Как правильно писать в LinkedIn:
Не надо ""спамить"" всех подряд в друзья. Найдите 3–5 человек из интересующей команды. Напишите им в личку не про «какой я крутой», а с конкретным запросом: ""Увидел вакансию, что ваша команда развивает такой-то продукт. У меня есть опыт в смежной области, я подготовил краткое резюме. Я могу быть вам полезен?"".

Если у вас есть общее место учебы или работы - это идеальный якорь для начала диалога. Метод прост, но эффективен: до собеседования после такого личного обращения доходит 20–30% кандидатов. Известны случаи, когда соискателя отсеивали на всех платформах, но он писал одному из разработчиков, и его пропускали на собеседование напрямую, минуя HR-скрининг.

Для Senior и Middle - это лучший способ. Для начинающих (Junior) этот способ тоже работает, но в письме стоит делать акцент на отсутствие страха перед новым: ""Я крепкий джун, смогу быстро освоить ваш стек и быстро дорасти до миддла"".

Итого
Относитесь осторожней к обещаниям тех, кто сулит ""волшебную таблетку"" и лёгкий вход. Но если вы настроены системно расти и хотите глубже разобраться в актуальных трендах, у нас есть отдельный расширенный карьерный блок на курсы ПРО. Всем советую!

Подписаться: @postypashki_old",confirmed,sale;native,"[""Аналитика про"", ""ML про"", ""Backend про"", ""Алгоритмы про"", ""AI агенты""]",family_candidate,"тати, участникам нашего ближайшего потока курсов ПРО доступна закрытая база контактов рефералов из российских и зарубежных компаний!",Продвигается линейка ПРО или её общий карьерный блок. mapped_courses — кандидаты из пяти направлений объявленного набора; это не подтверждение индивидуальной рекламы каждого курса или контакта с ним.
postypashki_mems,1383,https://t.me/postypashki_mems/1383,2026-08-11T16:50:26+00:00,@postypashki_mems,unknown,uncertain,[],unknown,@postypashki_mems,В text только подпись @postypashki_mems. Наличие и смысл рекламы в медиа не установлены; подпись не превращена в отдельную рекламную кампанию.
algoses,599,https://t.me/algoses/599,2026-08-12T10:47:06+00:00,"Как разогнать карьеру до уровня СЕО? 🏎

С помощью программы «Мини-СЕО»: здесь можно попасть в команду топ-менеджера Т-Банка и получить опыт, который нельзя нагуглить.

У каждого участника будет свое направление, где он сможет:

— развивать сегмент автолюбителей и заниматься региональной экспансией Т-Банка с Жорой Сукасяном;
— вести стратегический план развития 3P, развивать AI-продукты и искать, где AI может упростить работу команды, c Денисом Коротовым;
— разрабатывать эффективные методологии для оценки влияния продукта на экосистему с Владимиром Любимовым;
— исследовать экосистемы и находить наиболее перспективные точки роста с Максимом Безруковым;
— участвовать в создании B2B-маркетплейса c Владимиром Абазовым.

Программа длится шесть месяцев. Никакой скучной теории, работаем над стратегическими проектами по 40 часов в неделю.

Подойдет студентам и джуниор-специалистам, которые уже умеют в математику и аналитику.

Подать заявку можно до 25 сентября",non_marketing,other,[],none,Как разогнать карьеру до уровня СЕО? 🏎,"Чужой продукт / сторонняя программа: публикация продвигает РВБ, ggsel, Нетологию, Т-Банк, Яндекс, МТС, Ozon или другой внешний проект, а не собственные продукты Поступашек. Для цели этой разметки это non_marketing; оплата размещения и индивидуальные касания не установлены."
chad_protocol,515,https://t.me/chad_protocol/515,2026-08-12T15:05:42+00:00,"Почему нельзя игнорить рекрутеров

Одна ошибка может перечеркнуть 6 собеседований и сразу два оффера. На наших курсах есть менторская программа, где мы сопровождаем ребят до оффера. И вот поучительная история:

Разработчик прошёл больше 6 этапов в одну компанию и получил долгожданный оффер. Но пока длился отбор, его цели изменились, и он понял, что не готов принять это предложение (с нами он получил ещё более жирный оффер). Вместо того чтобы сразу честно написать эйчару, который уже запустил подготовку документов на визу, разработчик просто пропал. Эйчар писал ему, звонил, подключался реферал - тишина. В итоге до кандидата достучались через жену с сообщением: ""Такое поведение недопустимо, мы больше никогда не будем с вами работать"".
Только тогда разработчик написал извинения и объяснения. Но, скорее всего, в ближайшие годы его резюме не будут рассматривать ни в одной компании из этой узкой сферы в трёх странах. Более того, есть риск, что рекрутер узнал о втором оффере и связался с той компанией - информация в узких кругах распространяется быстро. Оформление второго оффера сейчс тоже встало на паузу.

Наш чат карьеристов.

Какие выводы нужно сделать:

1. Будьте вежливы и уважительны. С рекрутерами важно поддерживать контакт, даже если вакансия вам не подходит. Игнор или грубость могут закрыть двери в будущем - рекрутеры переходят из компании в компанию и всё помнят.

2. Отвечайте в течение суток. Если не готовы дать содержательный ответ, напишите: ""Я вернусь к вам с ответом до такого-то числа"" - и сдержите обещание.

3. Думайте, как ваш ответ воспримет собеседник. Отказ от оффера - это нормально, если вы объяснили ситуацию и поблагодарили за время. Оскорблением может стать не сам отказ, а игнорирование и пренебрежение.

4. Не уходите от диалога - это самое недальновидное решение. Парень мог бы озвучить свои требования, сомнения, опасения. Возможно, ему предложили бы и деньги выше, и условия лучше, чем в том ""жирном оффере"". Но он просто исчез.

Подписаться: @chad_protocol",confirmed,native,[],none,"Одна ошибка может перечеркнуть 6 собеседований и сразу два оффера. На наших курсах есть менторская программа, где мы сопровождаем ребят до оффера. И вот поучительная история:","История начинается с описания менторской программы собственных курсов. Конкретный продукт / линейка не названы, поэтому курсы не угадывались."
postypashki_mems,1384,https://t.me/postypashki_mems/1384,2026-08-12T16:05:25+00:00,"Когда тебя поставили на код ревью:

@postypashki_mems",non_marketing,,[],none,Когда тебя поставили на код ревью:,"В доступном тексте нет предложения собственных курсов, акции или продвижения отдельного мероприятия; тематический контент / мем. Обычная подпись «Подписаться» сама по себе не считалась продажей."
postypashki_old,1844,https://t.me/postypashki_old/1844,2026-08-12T16:05:42+00:00,"Гайд на собесы в СберЗвук Data Analyst

Выпускница нашего курса аналитика про прошла полный цикл отбора на позицию middle-аналитика в СберЗвук: от первого разговора с рекрутёром до финального интервью. По горячим следам собрали подробный гайд: какие этапы собеседований были, что спрашивали по SQl и статистике, какие давали продуктовые кейсы, а также, на что стоит сделать упор при подготовке.

Внутри файлика:
- оконки в SQL
- пайплайн проведения А/Б теста
- статистические тесты и постанализ
- мощность теста, MDE, доверительные интервалы
- метрики для музыкального сервиса
- способы проверки гипотез без класического А/Б теста

Особенно много внимания в ходе всех интервью уделялось экспериментам и умению генерировать метрики в зависимости от кейса. Значительная часть вопросов из этого файла достаточно классическая, то есть, этот файлик поможет не только тем, кто хочет непосредственно в СберЗвук, но и тем, кто просто готовится к собеседования на позиции Аналитика Данных.

Подписаться: @postypashki_old",confirmed,native,"[""Аналитика про""]",explicit,"Выпускница нашего курса аналитика про прошла полный цикл отбора на позицию middle-аналитика в СберЗвук: от первого разговора с рекрутёром до финального интервью. По горячим следам собрали подробный гайд: какие этапы собеседований были, что с","Курс прямо назван в рекламном контексте или указан в конкретной ссылке на программу; регистр / склонение / очевидный языковой вариант приведены к названию XLSX. Это соответствие названия, не атрибуция продаж."
postupashki,4689,https://t.me/postupashki/4689,2026-08-12T16:35:03+00:00,,unknown,uncertain,[],unknown,,"Исходное text=null: отсутствует текст / подпись. Медиа не дано, его смысл и продукт неизвестны. Строка сохранена. Школьное направление: связь с взрослыми продуктами XLSX не установлена; не переносить активность на них."
postupashki,4690,https://t.me/postupashki/4690,2026-08-12T17:22:29+00:00,"How to заботать математический анализ

В этом посте подборка материалов, которая поможет сдать экзамены, поступить в ШАД и уверенно чувствовать себя на собеседовании. От первого учебника до натаскивания по задачам: всё, что нужно, собрано ниже. Делитесь своими находками в комментариях - дополним!
Сразу оговорюсь: курс анализа читают 3–4 семестра, и в него часто включают элементы функционального анализа, топологии, комплексного анализа. Здесь - основная база.
Все материалы поста можно найти здесь.

Теория
1. Курс С. В. Шапошникова (мехмат МГУ)
Идеальная стартовая точка. Курс построен с большой заботой о слушателе: все темы и доказательства отобраны с умом, без лишней ""всеобщности"", когда простые вещи пытаются объяснять через общие конструкции функана. Мне особенно нравится, как сделан второй семестр.
Есть записи лекций, конспекты и официальный сайт с теоретическими листками и задачами здесь.
2. ""Математический анализ"" В. А. Зорич
Классика мехмата - полный, фундаментальный курс. Начинающим как основной учебник может быть тяжеловат: предел и интеграл рассматриваются в основном по базе. Зато книга невероятно богата примерами и теоретическими задачами, которые постоянно встречаются в учебных листках - обратите на них внимание.
3. ""Контрпримеры в анализе"" Б. Гелбаум, Дж. Олмстед
Сборник тонкостей и ответов на вопрос ""почему в теореме важно именно это условие"". На экзамен по анализу без набора примеров и контрпримеров идти нельзя. Здесь они собраны в одном месте.
4. ""Курс математического анализа"" Л. Д. Кудрявцев
Классика физтеха. Изложение очень связное, требует внимательного чтения: каждая лемма или теорема - не отдельный блок, а часть непрерывного доказательства. Зато даёт целостное понимание предмета.
5. ""Основы математического анализа"" и ""Курс дифференциального и интегрального исчисления"" Г. М. Фихтенгольц
То, на чём вырос матмех и бакалавриат Чебышёвки. Язык старомодный, но изложение настолько доступное, что будет понятно даже вчерашнему школьнику, за это Фихтенгольца и любят.

Что порешать
Главное цель математического образования, чтобы вы прибрели навык: из кирпичиков теории строить и выводить что-то новое самостоятельно. Этот навык невозможно приобрести без решения задач.
1. ""Сборник задач и упражнений по математическому анализу"""" Б. П. Демидович
Классический задачник на все темы. Минус, что нет примеров решения типовых задач, но это компенсируется ""Антидемидовичем"", где подробные разборы.
2. ""Математический анализ в задачах и упражнениях"" И. А. Виноградова и др.
Задумывался как материал для семинаров. Есть краткая теория в начале каждой главы, много примеров решения задач и хороший набор теоретических задач.
3. ""Сборник задач по математическому анализу"" Л. Д. Кудрявцев и др.
Не такой богатый, как предыдущий, но как дополнительный источник для тренировки вполне годится.
4. Problems.ru
Сайт в основном для школьников, но есть скромная подборка и по некоторым темам анализа.
5. «Интегралы и ряды» А. П. Солодов
Полезная методичка с задачами и решениями, во многом пересекается с Демидовичем.

Где смотреть разборы задач
На первых порах бывает трудно обработать массивную теорию и отработать ее на задачах - нужны примеры решений.
1. Семинары А. А. Скубачевского (ФПМИ)
Качественный материал: разобраны типичные задачи, обсуждается теория. К сожалению, охвачены не все темы (например, не нашёл ряды Фурье) .
2. Семинары преподавателей МГУ
Записи на teach-in - хорошая подборка разборов по анализу.
3. Семинары преподавателей Физтеха
Ещё один архив семинарских занятий с разбором задач.

Сохраняйте подборку, чтобы не потерять, и делитесь в комментариях любимыми материалами - дополним пост! А еще больше материалов в нашем канале ""Поступашки - ШАД, Стажировки и Магистратура"".

Подписаться: @postypashki_old",candidate,other;uncertain,[],none,"Сохраняйте подборку, чтобы не потерять, и делитесь в комментариях любимыми материалами - дополним пост! А еще больше материалов в нашем канале ""Поступашки - ШАД, Стажировки и Магистратура"".","Общий брендинговый / содержательный CTA направляет в другой канал или открытые материалы Поступашек. Это кандидат привлечения к сети, но не предложение конкретного продукта XLSX. Тематические термины не считались названиями курсов. Школьное направление: связь с взрослыми продуктами XLSX не установлена; не переносить активность на них."
algoses,600,https://t.me/algoses/600,2026-08-12T17:44:41+00:00,"Задача с собеседования в Zeta

Дан целочисленный массив nums, индексированный с 0, и целое число p. Найдите p пар индексов массива nums так, чтобы максимальная разность среди всех этих пар была минимальна. Гарантируется, что ни один индекс не используется более одного раза среди всех p пар.
Обратите внимание, что для пары элементов с индексами i и j разность этой пары равна |nums[i] - nums[j]|, где |x| обозначает абсолютное значение x.
Верните минимально возможное значение максимальной разницы среди всех p пар.
Максимум пустого множества считается равным 0.

Пример 1:
Input: nums = [10,1,2,7,1,3], p = 2
Output: 1
Explanation: Первая пара образована индексами 1 и 4, вторая - индексами 2 и 5. Максимальная разность составляет max(|nums[1] - nums[4]|, |nums[2] - nums[5]|) = max(0, 1) = 1. Следовательно, возвращаем 1.

Пример 2:
Input: nums = [4,2,1,2], p = 1
Output: 0
Explanation: Пусть индексы 1 и 3 формируют пару. Разность для этой пары равна |2 - 2| = 0, что является минимально возможным значением.

Ограничения:
1 <= nums.length <= 10⁵
0 <= nums[i] <= 10⁹
0 <= p <= (nums.length) / 2

НАШ ЧАТ АЛГОРИТМИСТОВ

Решение
Необходимо найти минимальный x, при котором можно сформировать p пар с разностью <= x.
Свойство монотонно: если можно составить p пар с максимальной разностью x, то можно и с любой разностью > x (ограничение слабее). Если нельзя с x, то нельзя и с меньшей разностью (ограничение жёстче).
Существует граница между значениями, где условие выполнено, и где это невозможно. Границу можно найти бинарным поиском: будем перебирать значение x (максимально допустимую разность) в диапазоне от 0 до максимально возможной разности в массиве.

Для проверки конкретного значения создаём функцию can_form_pairs(max_diff), где max_diff - текущий кандидат на максимально допустимую разность в паре. Используя жадный алгоритм, проверяем, можно ли сформировать p пар.
pairs - счётчик пар
i - текущий индекс
Проходим по массиву:
- Если разность между соседними числами (i и i+1) <= max_diff: засчитываем пару и пропускаем использованный эл-т: i += 2;
- Иначе: пропускаем текущий эл-т: i += 1.

Жадный выбор оптимален:
- Если разность подходит: если не взять пару (i, i+1), nums[i] не сможет образовать пару с кем-либо ещё - эл-ты правее i+1 дадут разность больше. Формируя пару (i, i+1), i+1 теперь не сможет составить пару с i+2, но разность в этой паре была бы не меньше текущей. Значит, общее кол-во возможных пар не уменьшается.
- Если разность не подходит: nums[i] не сможет сформировать пару - разность с любым последующим эл-м ещё больше.

Если сформировали p пар - max_diff допустим: True.
Иначе: False.

Применяем бинпоиск на предварительно отсортированном массиве. В отсортированном массиве оптимальные пары всегда состоят из соседних эл-в.
Диапазон: от left = 0 до right = nums[-1] - nums[0]
Пока left < right:
- вычисляем середину;
- проверяем середину с помощью функции can_form_pairs(mid):
если True: текущее ограничение выполнимо, пробуем уменьшить: right = mid.
иначе: слишком маленькое, left = mid + 1.

Возвращаем left со значением искомого минимума.

Сложность
O(n log n + n log m) - по времени (сортировка - O(n log n), бинпоиск - O(log m) итераций (где m - разность между максимумом и минимумом), на каждой - проверка за O(n))
O(1) - по памяти (храним некоторое кол-во переменных)

Код
class Solution:
def minimizeMax(self, nums: List[int], p: int) -> int:

def can_form_pairs(max_diff: int) -> bool:
pairs = 0
i = 0
while i < len(nums) - 1 and pairs < p:
if nums[i+1] - nums[i] <= max_diff:
pairs += 1
i += 2
else:
i += 1
return pairs >= p

nums.sort()
left = 0
right = nums[-1] - nums[0]

while left < right:
mid = (left + right) // 2
if can_form_pairs(mid):
right = mid
else:
left = mid + 1

return left

@algoses",non_marketing,,[],none,Задача с собеседования в Zeta,"В доступном тексте нет предложения собственных курсов, акции или продвижения отдельного мероприятия; тематический контент / мем. Обычная подпись «Подписаться» сама по себе не считалась продажей."
